Turtle ID: 181, Tick: 0, xcor: -0.23800628869047613, ycor: -15.212785425447663, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 106, xcor: 3.510107458491465, ycor: 10.052171560197795, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 107, xcor: 2.5704148377055565, ycor: 10.394191703523465, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 108, xcor: 1.643230983138769, ycor: 10.768798296939377, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 109, xcor: 0.6688609183535338, ycor: 10.993749351283242, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 110, xcor: -0.29706490793553464, ycor: 11.252568396385762, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 111, xcor: -1.2896110595768566, ycor: 11.130699052980615, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 112, xcor: -2.2772994001719944, ycor: 10.974264587940384, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 113, xcor: -3.134466700874107, ycor: 11.489302662850438, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 114, xcor: -4.040774487910757, ycor: 11.911920924591138, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 115, xcor: -4.555812562820812, ycor: 12.76908822529325, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 116, xcor: -5.26291934400736, ycor: 13.476195006479799, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 117, xcor: -5.9700261251939075, ycor: 14.183301787666347, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 118, xcor: -6.612813734880447, ycor: 14.949346230785324, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 119, xcor: -7.3074721053394445, ycor: 15.668686031123974, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 120, xcor: -8.062181685562216, ycor: 16.32474506011448, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 121, xcor: -8.850192439168937, ycor: -16.05959346455986, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 122, xcor: -9.465853914494595, ycor: -15.271582710953139, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 123, xcor: -9.965853914494595, ycor: -14.4055573071687, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 124, xcor: -10.595174305544433, ycor: -13.62841134571173, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 125, xcor: -11.461199709328872, ycor: -13.12841134571173, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 126, xcor: -11.946009329575208, ycor: -12.253791638572334, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 127, xcor: -12.255026323950156, ycor: -11.30273512227718, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 128, xcor: -12.693397470739233, ycor: -10.403941075978015, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 129, xcor: -13.23803650575426, ycor: -9.56527050803259, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 130, xcor: -13.945143286940809, ycor: -8.858163726846042, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 131, xcor: -14.30351123648611, ycor: -7.924583300348841, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 132, xcor: -14.932831627535947, ycor: -7.14743733889187, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 133, xcor: -15.798857031320386, ycor: -6.64743733889187, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 134, xcor: -16.252847531059935, ycor: -5.756430814703503, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 135, xcor: 16.488333423837545, ycor: -4.790504988414434, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 136, xcor: 15.872671948511886, ycor: -4.002494234807712, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 137, xcor: 15.481940820022613, ycor: -3.081989381355272, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 138, xcor: 15.240018924422944, ycor: -2.1116936550792755, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 139, xcor: 15.0492099290464, ycor: -1.1300664716316116, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 140, xcor: 14.79039088394388, ycor: -0.16414064534254325, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 141, xcor: 13.97123883965489, ycor: 0.4094357910085028, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 142, xcor: 13.19409287819792, ycor: 1.0387561820583402, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 143, xcor: 12.2328311822596, ycor: 1.3143935378753395, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 144, xcor: 11.287312606660283, ycor: 1.6399616923324958, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 145, xcor: 10.742673571645255, ycor: 2.47863226027792, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 146, xcor: 9.89462547548883, ycor: 3.0085515245111245, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 147, xcor: 9.139915895266057, ycor: 3.664610553501632, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 148, xcor: 8.639915895266057, ycor: 4.53063595728607, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 149, xcor: 7.851905141659335, ycor: 5.146297432611728, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 150, xcor: 7.367095521412998, ycor: 6.020917139751124, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 151, xcor: 6.793519085061952, ycor: 6.840069184040116, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 152, xcor: 6.150731475375412, ycor: 7.606113627159094, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 153, xcor: 5.577155039024365, ycor: 8.425265671448086, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 154, xcor: 4.768138044649418, ycor: 9.01305092374056, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 155, xcor: 3.78333029163721, ycor: 9.18669910140749, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 156, xcor: 2.822068595698891, ycor: 8.91106174559049, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 157, xcor: 2.234283343406418, ycor: 8.102044751215544, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 158, xcor: 2.164526869662293, ycor: 7.10448070095572, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 159, xcor: 2.0426575262571456, ycor: 6.111934549314398, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 160, xcor: 1.9729010525130204, ycor: 5.114370499054574, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 161, xcor: 1.61453310296772, ycor: 4.180790072557372, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 162, xcor: 1.6842895767118455, ycor: 3.1832260222975473, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 163, xcor: 1.325921627166545, ycor: 2.2496455958003456, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 164, xcor: 0.9033033654258458, ycor: 1.3433378087636956, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 165, xcor: 0.4184937451795088, ycor: 0.4687181016242997, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 166, xcor: -0.19716773014614936, ycor: -0.3192926519824223, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 167, xcor: -0.756360633616896, ycor: -1.1483302245374643, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 168, xcor: -1.7074171499120494, ycor: -1.4573472189124117, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 169, xcor: -2.598423674100417, ycor: -1.9113377186519587, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 170, xcor: -3.595987724360241, ycor: -1.9810941923960843, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 171, xcor: -4.595835419516632, ycor: -1.9636417859588011, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 172, xcor: -5.570205484301868, ycor: -2.1885928403026664, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 173, xcor: -6.570053179458259, ycor: -2.20604524673995, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 174, xcor: -7.554860932470467, ycor: -2.3796934244068804, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 175, xcor: -8.54740708411179, ycor: -2.5015627678120276, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 176, xcor: -9.492925659711107, ycor: -2.827130922269184, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 177, xcor: -10.463221385987103, ycor: -3.069052817868852, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 178, xcor: -11.459416084078848, ycor: -3.15620856061651, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 179, xcor: -12.45393797944712, ycor: -3.2607370238841633, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 180, xcor: -13.444206048188692, ycor: -3.1215639229240977, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 181, xcor: -14.059867523514349, ycor: -2.3335531693173754, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 182, xcor: -14.589786787747554, ycor: -1.4855050731609496, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 183, xcor: -15.529479408533463, ycor: -1.1434849298352807, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 184, xcor: -16.49977513480946, ycor: -1.3854068254349485, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 185, xcor: 15.522077264456733, ycor: -1.5933185162527084, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 186, xcor: 14.879289654770194, ycor: -2.3593629593716865, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 187, xcor: 13.88172560451037, ycor: -2.429119433115812, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 188, xcor: 12.911429878234374, ycor: -2.67104132871548, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 189, xcor: 12.092277833945383, ycor: -3.2446177650665264, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 190, xcor: 11.518701397594336, ycor: -4.063769809355518, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 191, xcor: 11.144094804178424, ycor: -4.990953663922306, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 192, xcor: 11.248623267446078, ycor: -5.985475559290579, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 193, xcor: 11.12675392404093, ycor: -6.978021710931902, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 194, xcor: 10.935944928664386, ycor: -7.959648894379566, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 195, xcor: 11.04047339193204, ycor: -8.954170789747838, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 196, xcor: 10.748101687209303, ycor: -9.910475545710874, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 197, xcor: 11.23291130745564, ycor: -10.785095252850269, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 198, xcor: 11.042102312079095, ycor: -11.766722436297933, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 199, xcor: 10.588111812339548, ycor: -12.6577289604863, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 200, xcor: 10.483583349071894, ycor: -13.652250855854573, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 201, xcor: 10.224764303969373, ycor: -14.618176682143641, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 202, xcor: 10.207311897532088, ycor: -15.618024377300033, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 203, xcor: 10.532880051989245, ycor: 16.43645704710065, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 204, xcor: 10.567779548691746, ycor: 15.437066220081554, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 205, xcor: 10.689648892096894, ycor: 14.444520068440232, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 206, xcor: 10.931570787696561, ycor: 13.474224342164236, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 207, xcor: 11.416380407942897, ycor: 12.599604635024841, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 208, xcor: 11.225571412566353, ycor: 11.617977451577177, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 209, xcor: 11.138415669818695, ycor: 10.621782753485432, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 210, xcor: 11.15586807625598, ycor: 9.62193505832904, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 211, xcor: 11.431505432072978, ycor: 8.660673362390721, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 212, xcor: 11.6903244771755, ycor: 7.694747536101653, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 213, xcor: 11.431505432072978, ycor: 6.728821709812585, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 214, xcor: 10.931505432072978, ycor: 5.862796306028146, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 215, xcor: 10.966404928775479, ycor: 4.86340547900905, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 216, xcor: 10.575673800286205, ycor: 3.94290062555661, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 217, xcor: 10.419239335245974, ycor: 2.955212284961472, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 218, xcor: 10.34948286150185, ycor: 1.957648234701648, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 219, xcor: 10.00746271817618, ycor: 1.0179556139157395, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 220, xcor: 9.782511663832315, ycor: 0.043585549130504275, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 221, xcor: 9.834847620075259, ycor: -0.9550439856240696, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 222, xcor: 9.695674519115194, ycor: -1.94531205436564, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 223, xcor: 9.273056257374495, ycor: -2.85161984140229, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 224, xcor: 8.850437995633797, ycor: -3.75792762843894, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 225, xcor: 8.011767427688373, ycor: -4.302566663453967, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 226, xcor: 7.605030784612572, ycor: -5.216112121096568, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 227, xcor: 7.045837881141826, ycor: -6.04514969365161, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 228, xcor: 6.351179510682829, ycor: -6.764489493990261, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 229, xcor: 5.608034685205435, ycor: -7.43362010034912, status: vaccinated, using mask: 0
Turtle ID: 181, Tick: 230, xcor: 4.788882640916443, ycor: -8.007196536700166, status: vaccinated, using mask: 0
